,success,reward,,,,,0.740294991
705,0.023076923,-16.08015385,,,,,
706,0.053846154,-14.16856154,,,,,
707,0.030769231,-16.70116154,,,,,
708,0.038461538,-14.95836154,,,,,
709,0.030769231,-15.98460769,,,,,
710,0.046153846,-15.38971154,,,,,
711,0.069230769,-13.85598077,,,,,
712,0.030769231,-14.51412308,,,,,
713,0.053846154,-15.66382308,,,,,
714,0.038461538,-14.21791538,,,,,
715,0.015384615,-17.57343077,,,,,
716,0.053846154,-16.66979615,,,,,
717,0.053846154,-14.41422308,,,,,
718,0.038461538,-15.21525,,,,,
719,0.046153846,-15.89176538,,,,,
720,0.023076923,-14.88821154,,,,,
721,0.076923077,-14.00429615,,,,,
722,0.046153846,-17.74742308,,,,,
723,0.046153846,-15.08346538,,,,,
724,0,-16.11653846,,,,,
725,0.053846154,-13.82238846,,,,,
726,0.046153846,-14.45427692,,,,,
727,0.030769231,-14.09068846,,,,,
728,0.030769231,-15.48417692,,,,,
729,0.038461538,-13.75780769,,,,,
730,0.046153846,-14.79770769,,,,,
731,0.030769231,-15.06739231,,,,,
732,0.053846154,-14.38383077,,,,,
733,0.030769231,-16.34947308,,,,,
734,0.053846154,-15.87117692,,,,,
735,0.061538462,-15.06401923,,,,,
736,0.069230769,-14.97774231,,,,,
737,0.046153846,-14.86122692,,,,,
738,0.053846154,-16.28746923,,,,,
739,0.053846154,-15.15263846,,,,,
740,0.061538462,-14.48831538,,,,,
741,0.030769231,-15.77726923,,,,,
742,0.015384615,-15.01515,,,,,
743,0.076923077,-16.88820769,,,,,
744,0.076923077,-16.91768846,,,,,
745,0.061538462,-13.30226538,,,,,
746,0.046153846,-15.20796923,,,,,
747,0.053846154,-17.93561923,,,,,
748,0.053846154,-15.56487308,,,,,
749,0.038461538,-14.46546538,,,,,
750,0.030769231,-15.17278846,,,,,
